gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol
ENSG00000204389	4588.98340542815	4.59611361474396	0.303654203266574	15.1360118361645	9.37279407144262e-52	8.36990510579826e-48	HSPA1A
ENSG00000204388	316.630495959483	4.60923220831873	0.378678283447591	12.1718947449403	4.3877737163455e-34	1.95914096434827e-30	HSPA1B
ENSG00000132002	332.051883043151	3.39551319859733	0.336267861530714	10.097644131499	5.6585194835507e-24	1.68435263293692e-20	DNAJB1
ENSG00000178381	45.7256832164123	3.00379477135601	0.304377810738171	9.86863912343437	5.69317382231732e-23	1.27100105583234e-19	ZFAND2A
ENSG00000109846	19.9526316823496	4.22193523383757	0.454195340651774	9.29541731489157	1.46629850709086e-20	2.61880913366428e-17	CRYAB
ENSG00000177606	33.2207152665261	3.61713194033976	0.473712176073687	7.63571662928315	2.24567763861988e-14	3.34231688547926e-11	JUN
ENSG00000151929	75.3021823252166	2.92811848487611	0.388827946853321	7.53062764282396	5.04970000966642e-14	6.44197444090302e-11	BAG3
ENSG00000186591	36.131314932089	2.05908406553306	0.277448096601516	7.42151087268195	1.15791746160625e-13	1.29252536651798e-10	UBE2H
ENSG00000120694	173.932776111442	2.99653213915904	0.406851593946061	7.36517242096957	1.76918050952112e-13	1.75542021666929e-10	HSPH1
ENSG00000162783	56.0035850472926	1.98768552044129	0.273272893513451	7.27362855088097	3.4995744746576e-13	3.12512000586923e-10	IER5
ENSG00000112110	157.494819207098	1.6689724466164	0.234003197170504	7.13226343399198	9.87316762898148e-13	8.01521699334587e-10	MRPL18
ENSG00000149257	155.756212665724	3.1564965862921	0.457996069258215	6.89197309357799	5.50237828996375e-12	4.09468651078136e-09	SERPINH1
ENSG00000164070	58.5184974389135	2.29546381957392	0.338416241749542	6.78295996583036	1.17738271957329e-11	8.08771360445347e-09	HSPA4L
ENSG00000168264	93.1465380934558	1.18441800244223	0.178279833258882	6.64358935495708	3.06134742411744e-11	1.95270232124063e-08	IRF2BP2
ENSG00000213626	16.8074812454849	2.18448104539204	0.331536955242907	6.58895188257832	4.42942296985993e-11	2.63698314138995e-08	LBH
ENSG00000105939	54.3867891320149	2.72328486625802	0.414263579352872	6.57379746129773	4.90479398226713e-11	2.73748814135284e-08	ZC3HAV1
ENSG00000008083	45.0336376608104	1.21356577636794	0.189718794881482	6.39665551916488	1.58817068742653e-10	8.34256719924642e-08	JARID2
ENSG00000086061	198.773173841161	1.22586769254972	0.196600404040891	6.23532641517231	4.50837024595083e-10	2.23665257201894e-07	DNAJA1
ENSG00000004478	167.736425009948	1.18805167179428	0.193573521551263	6.13746995081483	8.38460726918375e-10	3.94076541651636e-07	FKBP4
ENSG00000168209	360.833206031264	-2.90617857082973	0.474887709381785	-6.11971738458556	9.37414660052819e-10	4.18555645713584e-07	DDIT4
ENSG00000150991	662.433379077965	1.73332279306855	0.285247660800715	6.07655392581649	1.22792723034026e-09	5.22161436520884e-07	UBC
ENSG00000119242	10.548426280018	2.53338277288713	0.417879544677571	6.06247136322943	1.34045680536428e-09	5.44103603268319e-07	CCDC92
ENSG00000173110	9.25973206016258	5.44445154768941	0.90841575496925	5.99334777925962	2.05564580375717e-09	7.98126827284848e-07	HSPA6
ENSG00000146670	62.7404040375548	1.13099588131392	0.190099406564986	5.94949716966785	2.6896749299071e-09	1.00078321350293e-06	CDCA5
ENSG00000081320	10.975356839929	2.41767129347745	0.416431159544907	5.80569258102486	6.41004793874949e-09	2.28966912372132e-06	STK17B
ENSG00000239306	55.3484310496593	1.19575326317082	0.206689026313928	5.78527696654132	7.23929529171673e-09	2.4354163755623e-06	RBM14
ENSG00000070495	40.407569577827	1.64759761388317	0.284932375814136	5.78241629851818	7.36352095634738e-09	2.4354163755623e-06	JMJD6
ENSG00000168439	203.038581309567	0.978414848014111	0.171893529241565	5.69198184673447	1.25573207531104e-08	4.00488836875986e-06	STIP1
ENSG00000159388	9.81618756043965	2.26591598746498	0.402426080219969	5.63063901381943	1.79543160345245e-08	5.52869110994151e-06	BTG2
ENSG00000128965	21.3570927065818	-5.34667065342261	0.970515214266722	-5.50910544711277	3.60661819267224e-08	1.0735700153521e-05	CHAC1
ENSG00000007944	27.6384769959112	1.69689694091546	0.3100515391905	5.47295119174641	4.42602045805358e-08	1.2749794416264e-05	MYLIP
ENSG00000106211	1747.29118075059	2.25243930052363	0.412577663348726	5.45943103715673	4.77662824812393e-08	1.33297782049208e-05	HSPB1
ENSG00000065526	78.9321782981263	1.26197635419429	0.233148096597162	5.4127671321922	6.20581739983283e-08	1.67933179940931e-05	SPEN
ENSG00000133639	45.3174547530872	1.17489010417107	0.223071666834543	5.26687284334728	1.38767253149129e-07	3.6446810900639e-05	BTG1
ENSG00000163961	36.5161654573329	1.53849214963052	0.292756316875818	5.25519710743977	1.4786602155901e-07	3.77269592149132e-05	RNF168
ENSG00000114737	49.5832211819126	-1.23191536673086	0.235689851434707	-5.22684943467807	1.72422795064739e-07	4.27704322202254e-05	CISH
ENSG00000118689	14.6563526696541	2.04341028577759	0.394161904044031	5.18419021425604	2.1695542621258e-07	5.23624852994147e-05	FOXO3
ENSG00000160570	25.3564328435232	1.95777613068728	0.387029919320488	5.05846197659491	4.2265150132963e-07	9.93231028124629e-05	DEDD2
ENSG00000178104	59.3313241661318	-0.996031045952527	0.199110166594834	-5.00241179537222	5.66174890302328e-07	0.000129639532574354	PDE4DIP
ENSG00000166579	12.6967291589173	1.82430341705594	0.368438217634939	4.95145001179958	7.36625425884326e-07	0.000164451626328676	NDEL1
