baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene
4588.98340542815	4.04039826013621	0.279962872873338	14.4319074121095	3.25940861858909e-47	2.91065189640006e-43	ENSG00000204389
209.401556043732	1.35351844510535	0.134510876668636	10.0625204342375	8.09001894802964e-24	3.61219346029523e-20	ENSG00000161011
316.630495959483	3.37450320518477	0.339865084514073	9.92894933590933	3.11520589878795e-23	9.27292955872545e-20	ENSG00000204388
662.433379077965	2.29524781285666	0.261620083316448	8.77320954783276	1.73644464462445e-18	3.87661266912408e-15	ENSG00000150991
48.95292425226	1.56301651259009	0.191844554895406	8.1473071437563	3.72117678966544e-16	6.64602174634247e-13	ENSG00000166963
332.051883043151	2.45298565654785	0.307770566447503	7.97017624154862	1.58448240148169e-15	2.35823797420524e-12	ENSG00000132002
19.7258684819154	1.73641928524783	0.268002586616566	6.47911390397191	9.22628359455281e-11	1.17701017856224e-07	ENSG00000104221
45.7256832164123	1.77748991263135	0.284130488756664	6.25589291881181	3.95247882609818e-10	4.41195448963209e-07	ENSG00000178381
462.257488644682	0.638670322876777	0.103383524391579	6.17767992178064	6.50504246357625e-10	6.45444768885955e-07	ENSG00000126067
106.780064443886	-1.30353040670482	0.21438438224217	-6.08034220157112	1.19926324359959e-09	1.07094207653443e-06	ENSG00000175602
176.993486194653	0.716684466427064	0.123529726285405	5.80171662301936	6.56394257448092e-09	5.32872792637406e-06	ENSG00000182718
968.77266830836	1.14009952687943	0.202571263675087	5.62814046867026	1.82162720631272e-08	1.30791857300123e-05	ENSG00000109971
10.4640103501464	2.02908067731678	0.361014083811315	5.62050282331169	1.90402479832205e-08	1.30791857300123e-05	ENSG00000135828
224.129245785259	0.646199329630472	0.116177541377926	5.5621708117267	2.66439306067689e-08	1.69950214513176e-05	ENSG00000165280
139.142297299538	0.563779402264877	0.102202408959493	5.51630248254059	3.46206182582877e-08	2.06108080697673e-05	ENSG00000185627
175.215505586678	0.543875535118818	0.0993295677681477	5.47546463091753	4.36365117528604e-08	2.43546281220652e-05	ENSG00000013275
90.7130667841608	1.41386128105442	0.267781619421707	5.27990414020109	1.29251489967156e-07	6.78950473768647e-05	ENSG00000122862
451.895580358858	0.527673629779728	0.102516902662079	5.14718662071823	2.64422232567943e-07	0.000131182807601763	ENSG00000008018
75.3021823252166	1.81735500326972	0.354732267147675	5.12317364834803	3.00435425656725e-07	0.000141204650058661	ENSG00000151929
