pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
BOSCO_EPITHELIAL_DIFFERENTIATION_MODULE	0.000186601977980967	0.424296221151408	-0.684236125136669	-1.85145047652775	0	42	LMO7|ANXA9|A2ML1|H19|TMPRSS11B|KRT4|KRT13|LCN2|SPINK5|PTPN3|TMPRSS4
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_12H_ACT_CD4_TCELL_DN	0.00023551577955723	0.424296221151408	0.515470976065331	1.73659937950617	0	142	COL15A1|COL6A3|CXCL8|MEX3C|IL12RB2|BICDL1|NIPSNAP3B|CD74|ATP1B1|HYKK|IL2RB|S100A3|UTF1|CYP3A5|SMOC2|COL4A5|SDCBP2|BMPR1A|DUSP10|PDGFA|FAM107B|LRRC75B|SYCE2|BCL6|MIR3945HG|RBMXL1|WNT10B|C4orf46|RAPGEF2|FGF13|EFHC2|CCL2|TMEM213|GIMAP6|HDAC9|USP26|SCRT1|SYTL2|IFIT5|MIR646HG|LINC01270
KHETCHOUMIAN_TRIM24_TARGETS_UP	0.000215238915195867	0.424296221151408	0.688459335113245	1.91111871902122	0	43	SERPINE1|CD44|COL1A2|ITGAV|COL4A2|TGFBR2|LGALS3|HBEGF|PDGFA|SAMD4A|EGR1
LEE_DOUBLE_POLAR_THYMOCYTE	0.000214408233276158	0.424296221151408	0.807687103605809	1.96242325197877	0	23	TBC1D19|ACSBG1|CPLX1|CALN1|SH2D1A|CYP2U1|C3orf52|BCL6|EFNB2|RORC|MCTP1|MIR646HG
PID_UPA_UPAR_PATHWAY	0.00021362956633198	0.424296221151408	0.772230167056068	2.00711688040599	0	31	SERPINE1|ITGB3|FPR3|ITGA3|ITGAV|GPLD1|SRC|FN1|PDGFRB
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	0.000253613999492772	0.424296221151408	0.442596125957129	1.57874092365018	0	238	COL15A1|ITGB7|SERPINE1|MMP14|COL6A3|ITGB3|LAMA2|CD44|CTSK|ADAMTS3|ITGA3|BMP10|TNN|COL1A2|PDGFB|ITGAV|MADCAM1|COL6A5|ITGA2B|ITGB4|MMP17|SDC2|PECAM1|COL4A2|EMILIN1|COL4A5|EMILIN2|COL9A3|PDGFA|PCOLCE2|MFAP3|PSEN1|P4HA2|FN1|COL21A1|BCAN|SDC1|EFEMP2|EFEMP1|COL9A1|ITGA11|ITGA6|JAM3|THBS1|LAMA1|SCUBE1|HTRA1|LOXL1|CASK|ITGAX|F11R|ADAM17|CASP3|CTSS|PLOD2
GSE13411_NAIVE_VS_SWITCHED_MEMORY_BCELL_UP	0.000348007656168436	0.447246480128319	-0.50662820357238	-1.65057101702188	1	140	IQCH|GSDMB|IL6|ZNF446|CLDN6|ANKRD26|HCRT|SLC39A2|LGALSL|GUSBP11|TRIM10|FJX1|CYP2F1|PRR36|MFAP3L|DCN|PAK6|DMPK|GPR161|SYNE3|GLB1L2|CCDC57|AKAP12|NXPH4|GRTP1|RNLS|AGFG2
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	0.00035644270183568	0.447246480128319	-0.573116410660931	-1.7758561417429	1	95	WFS1|MGAT4A|RCN1|IL6|CSF1|APOA1|MXRA8|GOLM1|MMP1|IGFBP2|KLK2|FSTL3|PAPPA|SERPINC1|ANO8|PRSS23|MELTF|STC2|KLK13|APOE|GAS6|CST3|QSOX1
DI_MARTINO_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC_TUMOR_CELL_DERIVED	0.000628535512256443	0.468977761166137	0.843770834053436	1.84798638746321	2	15	COL4A2|EMILIN1|FN1
GSE21546_UNSTIM_VS_ANTI_CD3_STIM_SAP1A_KO_AND_ELK1_KO_DP_THYMOCYTES_DN	0.00053323853537149	0.468977761166137	-0.526504885161893	-1.65721186962761	2	108	CATSPERZ|C1RL|DNAJB9|CYP19A1|LILRA2|ARB2A|CITED1|APOA1|SEMA6B|KDF1|CBX7|ASPRV1|SPIB|SLFN11|TSPAN9|UBE2Q2P13|SNX22|CNNM4|TSSK3|HSPB3|AKAP7|ZNF771
GSE22611_NOD2_TRANSD_VS_CTRL_TRANSD_HEK293_MDP_STIM_2H_DN	0.000685244403837369	0.468977761166137	0.539437981748037	1.70233546997076	2	89	TMOD4|DUSP21|IQUB|SLC27A3|USP13|P2RX5|CALN1|TMT1B|CNIH2|ZNF235|DLG2|DSG2|CADM4|C14orf39|TULP1|ADCY1|CLMN
GSE37336_LY6C_POS_VS_NEG_NAIVE_CD4_TCELL_DN	0.00070555032925682	0.468977761166137	0.490243596946479	1.62694499697826	2	128	ZNF497|WDFY3-AS2|ACSBG1|SRRM5|GRK5|MUC19|ZBED3-AS1|CPT1C|S1PR3|TMPRSS13|WIPF1|CTSF|BICDL2|SNAI3-AS1|LRRC8C-DT|ONECUT2|FBXO36|HEMGN|ZNF641|CCDC9|VWA1|KCTD21|ABCA8|CADM4|PDE7B-AS1|TEX11|SYT13|DYDC2|HPSE2|MYRF-AS1|NEU4|ZNF488|SERPINB9|CCDC115|C2orf92
HOFT_CD4_POSITIVE_ALPHA_BETA_MEMORY_T_CELL_BCG_VACCINE_AGE_18_45YO_ID_56D_TOP_100_DEG_AFTER_IN_VITRO_RE_STIMULATION_UP	0.000747523827321996	0.468977761166137	-0.664932830678133	-1.78094153017607	3	40	PLEKHN1|GGT1|PALD1|HSD11B1L|FAM219A|ZNRD2-DT|SREBF1|HYAL2|TBC1D17|MOGS|ANAPC15|PXMP2|CHPF|HYOU1|SLC39A3|AGRN|OGFOD3|HAMP|SLC39A4|PNPLA7|PAFAH1B3|YDJC|SNU13
KEGG_ECM_RECEPTOR_INTERACTION	0.000669642857142857	0.468977761166137	0.580796774188445	1.76523591378532	2	70	ITGB7|COL6A3|ITGB3|RELN|LAMA2|CD44|ITGA3|TNN|COL1A2|ITGAV|ITGA2B|ITGB4|SDC2|COL4A2|GP6|FN1|SDC1|ITGA11|ITGA6|SV2C|THBS1|LAMA1
